,MatchId,MapName,RoundNum,RoundTick,BombPlantedA,BombPlantedB,AttackerSide,VictimSide,AttackerSteamId,EventType,VictimSteamId,TAlive,CTAlive,TTotalHp,CTTotalHp,ClosestDistToA_T,ClosestDistToB_T,ChangeClosestDistToA_T,ChangeClosestDistToB_T,ClosestDistToA_CT,ClosestDistToB_CT,ChangeClosestDistToA_CT,ChangeClosestDistToB_CT,RoundEndReason,CTBuyType,TBuyType,WinningSide,TWinProb
4521,BLAST-Premier-Spring-Showdown-2021-astralis-vs-og-bo3,de_dust2,16,8387,False,False,,,,PositionUpdate,,5.0,5.0,386.0,400.0,33.0,19.0,0.0,-1.0,14.0,12.0,7.0,0.0,BombDefused,Pistol,Pistol,CT,0.44441191820461917
4522,BLAST-Premier-Spring-Showdown-2021-astralis-vs-og-bo3,de_dust2,16,8516,False,False,,,,PositionUpdate,,5.0,5.0,386.0,400.0,33.0,19.0,0.0,0.0,14.0,12.0,0.0,0.0,BombDefused,Pistol,Pistol,CT,0.4430700591078884
4523,BLAST-Premier-Spring-Showdown-2021-astralis-vs-og-bo3,de_dust2,16,8645,False,False,,,,PositionUpdate,,5.0,5.0,386.0,400.0,33.0,17.0,0.0,-2.0,6.0,12.0,-8.0,0.0,BombDefused,Pistol,Pistol,CT,0.44001028813198917
4524,BLAST-Premier-Spring-Showdown-2021-astralis-vs-og-bo3,de_dust2,16,8774,False,False,,,,PositionUpdate,,5.0,5.0,386.0,400.0,32.0,16.0,-1.0,-1.0,6.0,12.0,0.0,0.0,BombDefused,Pistol,Pistol,CT,0.4440143918188246
4525,BLAST-Premier-Spring-Showdown-2021-astralis-vs-og-bo3,de_dust2,16,8903,False,False,,,,PositionUpdate,,5.0,5.0,386.0,400.0,31.0,16.0,-1.0,0.0,17.0,12.0,11.0,0.0,BombDefused,Pistol,Pistol,CT,0.45355569747812985
4526,BLAST-Premier-Spring-Showdown-2021-astralis-vs-og-bo3,de_dust2,16,9032,False,False,,,,PositionUpdate,,5.0,5.0,386.0,400.0,31.0,14.0,0.0,-2.0,20.0,12.0,3.0,0.0,BombDefused,Pistol,Pistol,CT,0.4574601665277925
4527,BLAST-Premier-Spring-Showdown-2021-astralis-vs-og-bo3,de_dust2,16,9161,False,False,,,,PositionUpdate,,5.0,5.0,386.0,400.0,32.0,14.0,1.0,0.0,19.0,12.0,-1.0,0.0,BombDefused,Pistol,Pistol,CT,0.4547669087353941
4528,BLAST-Premier-Spring-Showdown-2021-astralis-vs-og-bo3,de_dust2,16,9290,False,False,,,,PositionUpdate,,5.0,5.0,386.0,400.0,31.0,13.0,-1.0,-1.0,19.0,12.0,0.0,0.0,BombDefused,Pistol,Pistol,CT,0.4574338996714348
4529,BLAST-Premier-Spring-Showdown-2021-astralis-vs-og-bo3,de_dust2,16,9419,False,False,,,,PositionUpdate,,5.0,5.0,386.0,400.0,30.0,16.0,-1.0,3.0,20.0,12.0,1.0,0.0,BombDefused,Pistol,Pistol,CT,0.4539549419544509
4530,BLAST-Premier-Spring-Showdown-2021-astralis-vs-og-bo3,de_dust2,16,9548,False,False,,,,PositionUpdate,,5.0,5.0,386.0,400.0,30.0,16.0,0.0,0.0,20.0,11.0,0.0,-1.0,BombDefused,Pistol,Pistol,CT,0.45241836351561554
4531,BLAST-Premier-Spring-Showdown-2021-astralis-vs-og-bo3,de_dust2,16,9677,False,False,,,,PositionUpdate,,5.0,5.0,386.0,400.0,30.0,17.0,0.0,1.0,21.0,10.0,1.0,-1.0,BombDefused,Pistol,Pistol,CT,0.45034006401136334
4532,BLAST-Premier-Spring-Showdown-2021-astralis-vs-og-bo3,de_dust2,16,9806,False,False,,,,PositionUpdate,,5.0,5.0,386.0,400.0,28.0,22.0,-2.0,5.0,21.0,11.0,0.0,1.0,BombDefused,Pistol,Pistol,CT,0.44414028624044516
4533,BLAST-Premier-Spring-Showdown-2021-astralis-vs-og-bo3,de_dust2,16,9935,False,False,,,,PositionUpdate,,5.0,5.0,386.0,400.0,28.0,23.0,0.0,1.0,21.0,12.0,0.0,1.0,BombDefused,Pistol,Pistol,CT,0.44222472876418056
